,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
Acquired Immunodeficiency Syndrome,0.046540682145912546,0.0031559687868103906,0.009780831782203694,0.011234177014748565,0.09019811120960591,0.7350812088889396,0.004964907959317938,0.40353533562966587,0.2983067855324363,9.389399206567953e-05,0.008682849318686686,0.008811716085257437,0.0031192101740111808,0.14380285685789096,0.26609105533062205,0.0007771142986614915,0.10820915049251986,0.24403862095201836,0.005681261472080322,0.035118883512460286,0.0008812068356797655,0.11819421412070652,0.004036524007597473,9.442589827770168e-05,0.0008242049271139784,0.039454832484087154,0.0012655162437988164,0.06333359066932326,0.011912431884577924,0.2751635463306307,0.00822235940797126,0.011023819612669348,0.0019314943997261725,0.11777457110956847,0.22233911178552843,3.4366301917214736e-05,0.008198204414135527,0.07738495028152537,0.03637804217002708,0.00849477404709728,0.11826561370604369,0.09408029130457164,0.0025078126973734583,0.048319195191658185,0.3176255546177741,0.11598708012584905,0.21931251291906984,0.0178795861269211,0.3557248610936509,0.049493923132417156,0.014198238204356652,0.01325627927261764,0.07802358396788167,0.012356191756775456,0.03880344097602366,0.008244985224429152,0.003781332401822653,4.189443166037447e-05,1.7168136806275045,0.06317042040907488,0.0286676228345932,0.02751948896735267,0.3796342968616678,0.001112761027355311
Glioma,0.16925108275466605,0.2770775543447065,0.0027227888086283824,0.23637729165501692,0.14420704122053216,0.06431052279262613,0.49893090917083965,0.1897132071061028,0.11370610925971801,0.19979781760759682,0.13382524143340216,0.12211484245665566,0.06203509501162543,0.2808928933181763,0.08893863160675151,0.2766598146839981,0.19509212023859274,0.2174766303336893,0.19391059646590258,0.29927111366600245,0.3769487936342074,0.15837263816531788,0.24933425239347864,0.025289352894168924,0.12336984224800548,0.0517973905349205,0.1682420254756035,0.4704609643795636,0.12803535828295062,0.16530635675398958,0.502825767593562,0.27001187813952116,0.14294701823910427,0.08478064845592939,0.13228282890140838,0.08350124065661066,0.02517640930191898,0.15977337815744672,0.32499059012147363,0.05391566667649369,0.3522524232385314,0.21151961897253146,0.03242487132722711,0.0755741074363545,0.03564640939801447,0.3979913100294834,0.10916755363775829,0.14714933090897672,0.061366015804348334,0.10980455014134771,0.14576922359572586,0.45628892041573843,0.08230099994337538,0.10917502364855061,0.2583878708909221,0.19266821665741504,0.15602571083130273,0.22953421963871856,0.28777387959233325,0.22521336601513722,0.07380955562302853,0.2615487598622959,0.11804628877304947,0.10836762809121547
"Carcinoma, Non-Small-Cell Lung",0.194101954269487,0.5120596316312768,0.040661549556746085,0.01648193859697824,0.0953834770718975,0.22332450789842853,0.018900913599092104,0.08088082279865307,0.14625587412858654,0.16808486258041644,0.19984835560565875,0.07716548732615537,0.06485922272108864,0.05121568587099655,0.11898191641622693,0.20799490390536576,0.34125951659166504,0.07938689677650765,0.11263484965149619,0.0036051553676534976,0.44778116795254497,0.20811017205039792,0.011102410331384305,0.2340582838850723,0.23570680537781863,0.1014183736726098,0.010309819173051316,0.3240394503206192,0.16127266945722193,0.11425074471829788,0.525026692289663,0.31132855663132053,0.21553579848837706,0.05281868994240191,0.14807365765484365,0.018762948094811764,0.1592560131773818,0.39519897090756634,0.3110150253067333,0.14036337819766778,0.3365343842340328,0.23489225694086321,0.07978482158436741,0.09799562636464504,0.10368706158428173,0.3818003364208859,0.11053213413554197,0.28377358364427124,0.21998191792061575,0.4832625258824248,0.2012995743306316,0.31055759327418236,0.09880916168472595,0.47243690193829335,0.11219506704560551,0.15481793318378825,0.34459963780920433,0.16304427559187964,0.2904599084829985,0.24189531842597367,0.0,0.00604630381663477,0.03207738937443732,0.2581361185596968
Urinary Bladder Neoplasms,0.2360897405633782,0.35695785045429557,0.19564401210328713,0.1254006449521736,0.1210992088699423,0.20546734752255597,0.3373485608869994,0.10687436199834074,0.13579398836477963,0.027303320906809796,0.1940057190908909,0.07158147796257798,0.23412026336720554,0.1235209208302294,0.08877477872843334,0.007873472048545911,0.17938418200191542,0.17633212691668187,0.23418133455477624,0.22498220523361698,0.3717784771045325,0.08973176266018731,0.4586175049581304,0.10999070327024213,0.39209857646005275,0.055438738482082854,0.08102520014497892,0.40286098284224575,0.24574600868234853,0.13697266848509523,0.5683496863580403,0.0,0.3499294518601935,0.1571686175922375,0.14544134016561358,0.22701215392017765,0.28643481326165016,0.1918676617845747,0.07606044641084338,0.05498542991683127,0.28986732598998527,0.21991576545640235,0.1853979058425689,0.00454241230544248,0.12486715845313759,0.22477508472673002,0.12877523296085877,0.07491194410513832,0.04137448967430893,0.20546666253650697,0.17562685758817886,0.4462289960188485,0.05532656821325122,0.3417026150398066,0.3293999838192112,0.07256801265786482,0.19482220508047182,0.36630983404143835,0.3456884162526863,0.13997266201940486,0.12424646288131558,0.13589354154341765,0.10040752496581075,0.14152740838987363
Lymphoma,0.25677202002359906,0.15843711671606361,0.2260739468717427,0.24019376592384886,0.11401299555388136,0.14515472752909686,0.06898198653360665,0.21759747457725753,0.07909294387913106,0.17819341140753311,0.17258668428911947,0.09414851631393865,0.12374167358713589,0.0,0.2239981654065261,0.15995507572924267,0.2274252453397988,0.03326092148344804,0.2664284640152483,0.4074732385794099,0.44778389486710013,0.4051096317205214,0.4311454818430794,0.15873663401239335,0.02922526479683921,0.15324013452563198,0.2764493730536883,0.27493752916056485,0.03311118258303248,0.1672093426706001,0.5214175912453969,0.15189704226421175,0.13871257083945976,0.16141967534497217,0.10645616386619629,0.09217965273433769,0.1779700935606822,0.06893387369446397,0.19828090606509224,0.1454456740482684,0.4487853848174108,0.15841794071092835,0.013087637634199649,0.061096800685268876,0.10398257284850543,0.48601316126793176,0.085327927607996,0.1657350592015397,0.093854375126948,0.5994351779046244,0.01906318449977073,0.1081407017229569,0.1410496837459862,0.15792728579295381,0.02853239391217048,0.2234097410575903,0.18039225353211488,0.041176896771518014,0.22992207479138205,0.146484817301246,0.09143512548465484,0.14961454538583516,0.1626873808720101,0.0
Stomach Neoplasms,0.22501264386649814,0.05224726656352053,0.27308796839559313,0.1524372965901122,0.20316098694884607,0.20895955837008046,0.37649162282907,0.16990011940779037,0.08485226412958737,0.09883868007045479,0.21416033378209917,0.12143821992290808,0.20040183897886704,0.1324224777908861,0.2871523365574737,0.04211038054888672,0.36015435881586655,0.10719434091998194,0.18551450633824212,0.1583912905452999,0.3804086505369364,0.02849699048307427,0.016423385205351162,0.2621379808911933,0.43402498037502074,0.10542321129127576,0.2799320095715267,0.13355638486402469,0.0012897402186041117,0.1474787654297692,0.49224602384091143,0.130456197846463,0.3689920276696435,0.13701384356349336,0.113761404791146,0.0390951421117043,0.20108511044199523,0.04966681904910788,0.09468536255986593,0.15128445391559306,0.33986972941341376,0.0567157070289998,0.061533711686933376,0.06419651259058368,0.2147957532723148,0.17449478256698828,0.12886716587777275,0.33672289587415716,0.11512712027617455,0.5809528446455869,0.08153737236213723,0.14636655835538046,0.23392462924739882,0.13603398388322455,0.3660798002571542,0.10045934822230855,0.06367229672469438,0.18357239492833938,0.08523891855244564,0.32106617582884134,0.09262928677155857,0.11186744814480708,0.12588260536455675,0.1438048998044492
Thyroid Neoplasms,0.16211104938900534,0.1795513721258494,0.14497353650309375,0.14774496972982787,0.11718401376047906,0.27329973388978485,0.2643626592703403,0.21379070650597176,0.12864407884504872,0.164812036261313,0.15458078385193644,0.05499788287869486,0.12579531455204204,0.1926395647284373,0.09574809854692214,0.09567932508344697,0.2490724595061307,0.15009347173604295,0.19839606923583855,0.3010663966700307,0.4321112779939474,0.09789634508791023,0.20567419251656335,0.28710804463476014,0.27688058259976467,0.09683993350790288,0.15249154268089413,0.24895920867645752,0.09887480232075585,0.16558073457438735,0.39286125732435756,0.3149065492616207,0.10446195338714295,0.10602440404803423,0.08576267917056289,0.013926306050082325,0.20720182424799305,0.016031888205243577,0.31445367734760216,0.10726024775053727,0.23100219765240185,0.12355610014185488,0.1392863653917101,0.005737622106871514,0.15362375630512123,0.2458706771818219,0.14367669107227815,0.7271101900237364,0.06887047796844167,0.5050276146627792,0.13319258056412084,0.17852451244032289,0.1544229165688499,0.0208367764764332,0.34891002701666174,0.10425428892083104,0.03255628196747987,0.1981914597266674,0.03732757819986308,0.39872441513473184,0.0,0.20929178995448264,0.11766273330749087,0.30590739659084953
Uterine Cervical Neoplasms,0.12715730172444178,0.36243450809051386,0.577225659116017,0.16962499219232857,0.12230266617372958,0.04433272433094606,0.6373615954242114,0.17530192293220803,0.16616939194528915,0.09013231839004629,0.04952255435009076,0.1922782722694223,0.0034513223234295966,0.11156033126768641,0.07187286775071276,0.1479621790894103,0.23145484760265317,0.14877333873496196,0.1824573353278155,0.0194486184343809,0.2704753361823092,0.12301402642309882,0.03073800389005804,0.3200251090050887,0.4835825223768407,0.15606945855104695,0.48591125610232494,0.4278893036029487,0.10749157550950608,0.1253758937853997,0.16419045047676023,0.022403501814429277,0.32440012982366945,0.06570508963166077,0.09828591183603595,0.15712106249090727,0.22718906546029471,0.299272224917212,0.08746381153294656,0.1244214031973489,0.025233314022960446,0.14429157348645877,0.1312944288487143,0.14549233664136502,0.15477179271871272,0.35408099452691993,0.16040671605277826,0.5874637446623089,0.023633347052543434,0.4668253131984846,0.050819870272139585,0.609202365541422,0.05281993402989748,0.054432474846455275,0.40093695671813995,0.1331210894295075,0.0,0.2332443671341006,0.11700359356969113,0.09191811712945906,0.16161609723813938,0.010254565139931698,0.05213865877041526,0.1091770158174903
"Cardiomyopathy, Dilated",2.5406646186127612e-26,3.8401807155635176e-31,7.709802794370195e-17,0.0016911338606419562,1.0103677220299922e-17,1.8212334548410749e-47,4.214507699361348e-15,6.99507390321049e-23,1.741882245423865e-72,4.666761910523671e-78,2.2623455503035033e-75,7.443277076372987e-21,1.3246771021411383e-127,3.0021709646010833e-91,7.020141720182879e-26,6.606086344544927e-42,1.1026488849160148,0.03080553419146952,8.93569018427369e-54,9.209617773218549e-110,7.381037298434505e-59,2.0577941272971294e-57,7.9849458914461e-50,5.695585589654028e-26,3.2284583351530574e-88,1.0731667727464644e-06,1.2662197195831358e-34,6.185941466270371e-33,8.020943190249932e-16,6.075261185814047e-08,3.7986933384891833e-91,1.3400111794300184e-64,3.8788357881230117e-07,9.250511130178666e-22,0.0002840105841330402,5.709715713180018e-76,6.975595143684866e-12,4.116653028520749e-12,7.622760845816369e-12,5.328440983177699e-96,6.0895210630332e-10,0.015674120248547637,7.223416394064083e-25,1.2905181622734343e-233,0.0021142881462359463,9.161367139523866e-39,0.4620527016432853,1.4071963437011096e-27,5.586789433108262e-13,1.715941142387675e-18,3.7851942189881523e-100,2.2100858644136353e-28,4.7379718923385725e-67,1.9616280873027477e-06,4.712507377832668e-12,9.406312708060842e-91,0.0004658854239337287,4.95372779727914e-49,2.5145277266351122e-160,4.923975143019638e-13,6.551695196343735e-128,6.102967957583343e-19,3.6348490469966134e-18,0.0
Alzheimer Disease,0.16548881290423062,0.15168047642730748,0.27131358313883774,0.18925493507614805,0.2538823675992756,0.0805714408806939,0.02211669038839886,0.27093674369143,0.03277713692002889,0.13758822092543666,0.1372795933105909,0.12781160706795217,0.49700488406094717,0.24486263574520253,0.4589906123729907,0.284593484550002,0.2491029492307747,0.10177296510418099,0.26574897183502055,0.06537573795055779,0.19574450348290026,0.06277947372853271,0.12410665257738582,0.07847107175965938,0.13286911390428455,0.13438434457127396,0.09443004027427626,0.38677554089334354,0.06042082791604067,0.1778521912708355,0.17135845788503537,0.06890460707706869,0.13489671478540224,0.219894622221185,0.14838026333891022,0.13138903916526876,0.2823195474840899,0.06472632311626592,0.08826219956665252,0.07007725643908884,0.09047489882968726,0.06997558771297292,0.36531646495723075,0.05863391959995613,0.20243251051874817,0.12897745733126717,0.11784884907629074,0.10168531554781525,0.08945736226334335,0.38858552738121344,0.19687049586611008,0.09546033764233683,0.016869853453376476,0.0,0.37386505273879955,0.2611236908961528,0.10387620281784023,0.09690424247846458,0.30336826384139126,0.22341542125167851,0.1327234482012397,0.3858238551634021,0.24697941644654836,0.3322778578702728
